,objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,i1_app_mag,i1_ABS_MAG,i2_app_mag,i2_ABS_MAG,i3_app_mag,i3_ABS_MAG,i4_app_mag,i4_ABS_MAG,m1_app_mag,m1_ABS_MAG
5003,SSTSL2 J054308.48-081132.3,0,0,85.78534,-8.192315,212.587071,-18.881857,1,0,7,1,1,1,1,1,2,2,2.0,2,2,0,0,0.0,0,6026.0,6.78,5276.0,7.501,4936.0,16.5,4287.0,18.69,18300.0,147.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.05,0.98,1.01,830.9,656.5,291.1,275.5,124.5,0,0,0.0,0,N,1,0.9305,1.172,4.106,5.817,83.08,40044081,40044081-43,0,0,4.09,4.09,4.2,3.96,12.96,1308453687.0,1,85.78539,-8.192317,2184.0,64.36,4349.0,96.14,5808.0,128.4,Gaia DR3 3015729914161691392,85.78538272978,-8.19230799232,0.0,0.0,52.0,1636148068921376768,3015729914161691392,1550261177,0.0577,0.0551,2.2548,0.0798,28.244,0.244,-0.085,0.073,-0.229,0.064,0.187,-0.1024,-0.2557,-0.0579,-0.114,0.0017,-0.5368,0.26,0.1501,0.0806,426,0,426,0,0.0475,581.11,0.308,3.3869,95,False,,1.2211,0.0159,-0.073,-0.18,0.028,-0.152,0.221,50,23,0.106174,51,0.05588,166.4,1,0,1.001,0,414,2720.10102,7.31948,371.625,17.100904,0.004016,47,352.995,9.90141,35.651,18.96912,0.030582,45,3795.09,34.1432,111.152,15.799839,0.010474,1.525,0.0,2.0,0.0,1.0,0,3.169281,1.868216,1.301065,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999944,3515.6,3502.8,3524.1,4.0128,4.0051,4.0272,-0.4591,-0.5384,-0.4252,404.9099,388.302,416.2747,2.4639,2.4407,2.4854,1.5577,1.5427,1.5716,0.9857,0.9772,0.9935,MARCS,85.78538311309,-8.19230697413,1.191613,1.050631,0.0803,0.154333,11.6713065296606,3.6345145529214093,11.330608225586616,3.293816248847426,10.918306723321065,2.8815147465818747,10.437269391016518,2.4004774142773275,6.482670164843427,-1.5541218118957634
5024,SSTSL2 J053517.95-042041.3,0,0,83.824817,-4.344809,208.028703,-18.903267,1,0,7,1,1,1,1,1,2,2,0.0,0,0,0,0,0.0,0,6461.0,6.568,6420.0,7.346,4625.0,15.54,4347.0,17.15,4310.0,156.2,0.0,0.0,0.0,0.0,0.0,0.95,0.98,0.0,0.0,0.0,916.5,817.2,292.7,302.6,27.6,0,0,2.0,0,N,1,0.9239,1.211,4.066,6.173,89.09,40044081,40044081-103,0,0,3.95,4.86,5.1,4.85,10.48,1194802978.0,1,83.82482,-4.344798,3668.0,91.21,5035.0,153.0,5321.0,127.4,Gaia DR3 3209653253855231232,83.82482603118,-4.34482076105,0.0,0.0,66.0,1636148068921376768,3209653253855231232,1325672579,0.0566,0.0404,2.5306,0.0901,28.0868,1.218,1.197,0.07,0.224,0.051,0.3857,-0.4213,-0.036,-0.3116,-0.1698,-0.1525,-0.3609,0.2022,0.1884,0.0007,545,0,544,1,0.8033,600.46,0.0,0.0,31,False,1.246,,,,,,,,62,18,0.098737,63,0.02597,135.8,1,0,1.024,0,540,2778.00761,16.8808,164.566,17.078033,0.00715,57,435.046,12.2158,35.6133,18.742205,0.030614,58,3766.1,75.6932,49.7547,15.808167,0.022147,1.512,0.0,1.0,0.0,1.0,0,2.934038,1.664171,1.269867,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999019,3433.1,3425.5,3441.6,4.2453,4.2331,4.2586,0.1434,0.131,0.1572,460.8121,456.9176,464.9685,1.0924,1.0729,1.1204,0.6859,0.6733,0.704,0.4735,0.4655,0.4851,MARCS,83.82482069463,-4.34482175781,1.120429,0.834105,0.0244,0.053326,11.595629995403522,3.2780106240760283,11.1175326226003,2.799913251272807,10.988965258196401,2.6713458868689077,10.422178999316005,2.104559627988511,8.052604713767671,-0.26501465755982245
5025,SSTSL2 J053216.47-012741.2,0,0,83.068666,-1.46147,204.965112,-18.232286,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,3271.0,5.841,2451.0,6.708,1744.0,14.35,1371.0,13.95,1784.0,32.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.1,344.3,131.5,121.7,55.0,0,0,0.0,0,N,1,1.058,1.523,6.36,7.461,50.18,40043571,40043571-15,0,0,4.57,5.91,5.44,5.61,86.01,134150727.0,1,83.06865,-1.461467,5634.0,134.9,6564.0,127.0,5754.0,121.9,Gaia DR3 3217238853293093376,83.0686606449,-1.4614820224,0.0,0.0,123.0,1636148068921376768,3217238853293093376,581847506,0.0681,0.0604,2.2091,0.0787,28.0824,0.756,-0.533,0.077,-0.536,0.068,-0.2808,0.0565,-0.4133,0.3016,-0.228,0.2729,-0.7257,0.1173,0.2544,-0.2631,360,0,359,1,9.0859,687.25,0.39,8.2657,31,False,1.256,,,,,,,,42,21,0.12559,42,0.02722,151.1,0,0,1.359,0,355,4250.29253,8.75537,485.45,16.61632,0.003549,39,715.503,10.802,66.2379,18.202013,0.016627,36,5599.83,41.9082,133.621,15.377459,0.008961,1.486,0.0,2.0,0.0,2.0,0,2.824554,1.585693,1.238861,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,1e-06,3528.4,3520.9,3552.2,4.2569,4.2318,4.2866,0.1158,0.1028,0.1453,416.5049,404.8579,429.0839,1.1899,1.1736,1.2228,0.7613,0.7506,0.7831,0.5026,0.4959,0.5166,MARCS,83.06866301353,-1.46147964105,1.26746,1.137964,-0.2774,0.047378,12.334677987691492,4.236577412393505,12.163011914642238,4.064911339344251,12.047878399392658,3.949777824094671,11.675059462819316,3.5769588875213287,9.010310764069239,0.912210188771251
5064,SSTSL2 J053537.22+095651.7,0,0,83.905106,9.947709,195.101935,-11.885971,1,0,7,1,1,1,1,1,2,0,0.0,0,0,0,0,0.0,0,5594.0,7.131,4780.0,7.699,3490.0,15.24,3025.0,19.77,4910.0,132.7,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,722.7,593.5,219.5,190.4,37.0,0,0,0.0,0,N,1,1.082,1.44,4.635,7.27,76.14,40015641,40015641-5,0,0,5.76,3.04,4.11,2.95,10.44,769603543.0,1,83.90511,9.947701,5100.0,122.1,6189.0,131.1,6321.0,139.7,Gaia DR3 3337992546015268608,83.9051295836,9.94769273511,0.0,0.0,114.0,1636148068921376768,3337992546015268608,1219957764,0.0726,0.0564,2.5125,0.0901,27.9002,2.172,0.78,0.09,-2.027,0.065,-0.281,0.0303,-0.2191,0.2632,-0.3152,0.2893,-0.7216,0.088,0.3917,-0.3234,388,0,385,3,1.5172,515.21,0.3,3.7,95,False,,1.2886,0.0147,0.035,-0.033,-0.109,0.02,0.034,46,20,0.135376,47,0.03101,45.66,1,0,1.055,0,384,3174.79722,14.7254,215.601,16.933077,0.00574,41,789.61,23.6075,33.4474,18.09501,0.032581,40,4104.78,57.4277,71.4774,15.714671,0.015653,1.542,0.0,2.0,0.0,4.0,0,2.38034,1.161934,1.218406,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999488,3472.7,3468.8,3476.4,4.0173,4.008,4.0308,-0.5927,-0.597,-0.5857,494.4608,486.3271,500.689,1.1311,1.1107,1.1476,0.7354,0.7219,0.7462,0.4654,0.4576,0.4718,MARCS,83.90512606179,9.94770174341,1.458646,1.082201,-0.3354,0.102086,11.752073192915173,3.281413857015645,11.437800451242136,2.967141115342608,11.29468103348608,2.824021697586552,10.815839652321879,2.3451803164223506,7.9110941588620785,-0.5595651770374497
5125,SSTSL2 J161038.76-182923.6,0,0,242.661532,-18.489913,355.158222,23.588403,1,0,7,1,1,1,1,1,0,0,0.0,0,1,0,0,0.0,0,4294.0,8.005,3658.0,7.228,3264.0,22.5,3062.0,21.28,3835.0,28.2,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,501.2,482.9,139.5,174.5,136.0,0,0,0.0,0,P,-2,1.35,1.437,39.81,0.0,30.07,40012241,40012241-194,0,0,4.77,4.07,4.92,4.07,97.37,415976441.0,1,242.6615,-18.48989,4081.0,109.0,5430.0,150.0,5723.0,137.0,Gaia DR3 6248900166951385984,242.66151838322,-18.4899732134,0.0,0.0,103.0,1636148068921376768,6248900166951385984,1300059041,0.1933,0.1218,6.0456,0.2198,27.5029,23.105,-7.931,0.237,-21.701,0.183,-0.2363,-0.2943,-0.0532,-0.1769,-0.1228,-0.1686,0.3744,-0.1958,-0.0119,-0.3386,247,0,246,1,1.2018,329.02,0.647,2.7575,31,False,1.17,,,,,,,,28,15,0.351092,31,0.03246,87.93,0,0,1.054,0,260,965.05759,2.18599,441.474,18.225985,0.003693,26,85.0502,9.15722,9.28778,20.514355,0.116933,28,1569.47,11.3611,138.144,16.758516,0.008721,1.714,0.0,0.0,0.0,0.0,0,3.755838,2.28837,1.467468,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,3149.6,3147.0,3153.7,4.4044,4.4017,4.4101,0.4959,0.4888,0.499,212.5072,210.3334,214.2202,3.7411,3.7075,3.7816,2.1384,2.1199,2.1609,1.5403,1.5273,1.5555,PHOENIX,242.66155554905,-18.48987676324,3.815048,2.877734,-0.3267,0.221697,12.03922424775337,5.4023560024735495,11.72826093992144,5.09139269464162,11.367369225679472,4.7305009803996505,10.802640133887492,4.1657718886076704,8.179384468457,1.542516223177179
5140,SSTSL2 J220754.31+584852.8,0,0,331.976324,58.814694,103.103204,2.388472,1,0,7,1,1,1,1,1,2,2,2.0,2,0,0,0,0.0,0,4625.0,6.133,3929.0,6.379,3259.0,14.59,2444.0,16.35,2213.0,125.0,0.0,0.0,0.0,0.0,0.0,0.95,0.98,0.92,1.02,0.27,722.6,605.1,225.2,194.1,17.7,3,2,0.0,0,N,1,1.033,1.228,4.049,6.005,74.41,30002711,30002711-31930,0,0,3.87,4.01,3.74,4.15,13.95,733418131.0,1,331.9762,58.81468,4074.0,131.3,5670.0,193.2,5195.0,153.1,Gaia DR3 2199585385180255488,331.97622144301,58.81467134644,0.0,0.0,135.0,1636148068921376768,2199585385180255488,1455539872,0.0693,0.0692,2.1219,0.0774,27.4235,2.849,2.844,0.091,-0.17,0.088,-0.1263,-0.0631,0.0595,-0.1216,0.0531,-0.1397,-0.2139,-0.13,0.1136,-0.1757,381,0,381,0,1.0227,604.24,0.493,5.9537,95,False,,1.1758,0.0185,-0.102,0.153,0.024,-0.153,-0.121,44,26,0.135411,56,0.02925,40.65,0,0,1.037,0,444,2010.7365,4.11198,488.995,17.42898,0.003539,50,205.086,6.32325,32.4336,19.558702,0.033592,48,2886.68,15.4338,187.036,16.096899,0.006927,1.538,0.0,0.0,0.0,0.0,0,3.461803,2.129723,1.332081,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999997,3519.0,3512.0,3526.2,4.161,4.133,4.1861,0.1469,0.1347,0.1586,432.9297,423.3519,444.0166,2.667,2.6385,2.6938,1.6388,1.621,1.6561,1.1023,1.0922,1.112,MARCS,331.97619703346,58.81467210019,1.456544,1.430808,-0.1618,0.207845,11.958600005316315,3.776513103004204,11.65066512074292,3.4685782184308085,11.36903369972117,3.1869467974090586,11.047400095866806,2.8653131935546945,8.776344354351355,0.5942574520392441
5150,SSTSL2 J182053.42-030624.5,0,0,275.222597,-3.106814,26.661498,5.358514,1,0,7,1,1,1,1,1,2,0,0.0,0,0,0,0,0.0,0,1911.0,3.904,1390.0,4.676,948.6,10.06,874.3,17.58,997.3,124.7,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,473.1,325.5,97.6,54.7,8.0,3,0,0.0,0,N,1,1.073,1.376,4.685,6.834,79.48,30002561,30002561-36103,0,0,6.96,3.93,9.89,3.92,14.91,375136470.0,1,275.2225,-3.106734,3209.0,94.59,3916.0,108.2,3245.0,116.6,Gaia DR3 4269910495452908800,275.22245605169,-3.10684698081,0.0,0.0,49.0,1636148068921376768,4269910495452908800,931952896,0.127,0.121,3.7952,0.1385,27.4012,30.938,-15.719,0.154,-26.647,0.145,0.3354,-0.2761,-0.138,-0.1146,-0.1639,-0.089,-0.2247,-0.1373,0.0367,0.4353,176,0,176,0,9.4913,435.96,0.802,12.269,31,False,1.252,,,,,,,,20,15,0.250209,20,0.06622,99.23,0,0,1.553,0,174,2404.28439,6.73522,356.972,17.234901,0.004104,20,385.032,8.68117,44.3525,18.874802,0.024638,20,3261.46,18.0912,180.279,15.964365,0.00711,1.517,0.0,0.0,0.0,0.0,0,2.910437,1.6399,1.270536,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.998258,3484.0,3475.1,3494.6,4.7131,4.6833,4.7442,-0.284,-0.3437,-0.1808,238.9747,232.9718,243.7452,1.5149,1.4892,1.5409,0.9753,0.9584,0.9924,0.6124,0.6029,0.6223,MARCS,275.22252601783,-3.10672855123,2.481609,2.350726,0.4373,0.520394,12.918227630366413,6.026468004956207,12.778833192137197,5.887073566726992,12.709036800094397,5.817277174684191,12.163501903822116,5.27174227841191,9.641733341568786,2.74997371615858
5159,SSTSL2 J222029.54+594839.0,0,1,335.123125,59.81086,104.992475,2.304572,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,721.1,3.345,499.3,3.997,339.1,10.44,229.2,15.01,1340.0,136.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.2,138.6,39.3,19.6,9.8,0,0,0.0,0,N,1,1.006,1.224,3.885,5.935,76.67,30002711,30002711-31933,0,0,3.84,3.84,3.83,4.08,10.71,1187237894.0,1,335.123,59.81083,1434.0,66.02,1717.0,94.89,1282.0,87.4,Gaia DR3 2201195443854489728,335.12316228613,59.81088204549,0.0,0.0,116.0,1636148068921376768,2201195443854489728,1612167744,0.089,0.0855,2.832,0.1035,27.3664,20.711,18.499,0.115,9.312,0.107,-0.0535,0.1579,-0.1688,-0.0591,0.083,-0.0573,-0.086,-0.2056,-0.1281,-0.0367,391,0,388,3,-1.5221,364.41,0.0,2.0538e-15,31,False,1.243,,,,,,,,46,29,0.161288,50,0.01806,68.22,1,0,0.945,0,393,1013.36768,1.41916,714.062,18.172949,0.003147,47,149.778,5.05467,29.6316,19.899923,0.036747,43,1323.31,6.24266,211.979,16.943739,0.006365,1.454,0.0,1.0,0.0,0.0,0,2.956184,1.726974,1.22921,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999389,3362.7,3337.2,3372.1,4.8391,4.8256,4.8546,0.0501,0.0154,0.0688,325.0638,311.599,333.9427,1.0874,1.0366,1.1328,0.6858,0.6531,0.715,0.4554,0.434,0.4734,MARCS,335.12299878116,59.81084065823,1.858094,1.718799,-0.0307,0.104186,13.976390609101635,6.416547569304868,13.890466277634662,6.330623237837894,13.825925126438815,6.266082086642047,13.617116566554717,6.05727352675795,9.32103589325748,1.761192853460713
5180,SSTSL2 J052725.97+015145.5,0,0,81.85824,1.862653,201.289084,-17.696298,1,0,6,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,1530.0,5.745,1108.0,4.827,780.5,15.8,548.4,18.17,741.7,66.82,0.0,0.0,0.0,0.0,0.0,0.95,0.98,0.98,0.0,0.0,244.6,238.2,53.7,36.0,11.1,3,3,0.0,3,N,1,1.009,1.467,6.098,7.31,49.23,40043551,40043551-3,0,0,2.88,2.95,2.97,3.05,18.11,784228314.0,1,81.85823,1.86253,2777.0,127.9,3128.0,132.5,2542.0,128.8,Gaia DR3 3222247777296990720,81.85826180231,1.86255293971,0.0,0.0,111.0,1636148068921376768,3222247777296990720,919690622,0.0864,0.0715,2.8342,0.1041,27.2207,1.37,1.366,0.105,-0.108,0.085,-0.171,0.0388,-0.3814,0.1543,-0.2015,0.1979,-0.7269,0.1011,0.287,-0.2859,405,0,404,1,0.0223,432.28,0.054,0.059625,31,False,1.231,,,,,,,,47,20,0.16113,49,0.03006,6.262,0,0,1.0,0,403,1704.66026,1.83987,926.512,17.608273,0.002994,45,232.611,8.74955,26.5855,19.421965,0.040935,45,2331.12,11.4907,202.871,16.328981,0.006552,1.504,0.0,2.0,0.0,2.0,0,3.092983,1.813692,1.279291,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999858,3415.1,3408.7,3420.9,4.2171,4.2044,4.2278,0.155,0.1413,0.1677,536.0913,531.9514,540.3298,1.5114,1.4859,1.5359,0.9349,0.9189,0.9503,0.6525,0.6425,0.6622,MARCS,81.85825572829,1.86255342119,1.708956,1.417794,-0.2873,0.36866,13.159650770959948,4.513456974458959,13.025020791791405,4.378826995290417,12.92081233238794,4.274618535886951,12.66990948449941,4.023715687998422,9.963227191640014,1.3170333951390258
5194,SSTSL2 J053558.92-060239.6,0,0,83.995508,-6.044351,209.714659,-19.521936,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,2055.0,2.838,1943.0,4.009,1539.0,7.885,2020.0,12.6,3949.0,113.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.5,485.4,215.5,206.1,34.7,0,0,0.0,0,N,1,0.7074,0.9702,3.605,5.634,71.76,40044081,40044081-75,0,0,9.92,9.23,9.59,8.68,20.3,1194810062.0,1,83.99549,-6.044368,2204.0,64.96,2787.0,94.99,2858.0,94.75,Gaia DR3 3017173401131432704,83.99550298723,-6.0443583646,0.0,0.0,71.0,1636148068921376768,3017173401131432704,1663740259,0.0637,0.0578,2.7931,0.1029,27.1484,1.437,1.437,0.084,0.045,0.069,0.077,-0.0606,-0.1893,-0.1239,-0.3499,-0.1725,-0.4695,0.3524,0.2596,-0.0327,368,0,368,0,2.2381,445.73,0.272,2.1132,95,False,,1.4234,0.016,-0.077,0.019,-0.063,-0.131,0.146,42,21,0.121771,51,0.02381,175.7,1,0,1.083,0,354,2441.55366,18.3362,133.155,17.2182,0.008607,51,953.257,30.3828,31.3749,17.890518,0.034718,49,2410.78,39.3531,61.2601,16.292503,0.018122,1.378,0.0,1.0,0.0,2.0,0,1.598015,0.672318,0.925697,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,2e-06,0.999943,3718.7,3680.5,3725.6,4.7799,4.7628,4.8488,-0.304,-0.5875,-0.252,485.4999,410.3639,504.2015,0.0023,0.0004,0.0253,0.0016,0.0002,0.0177,0.0009,0.0001,0.0102,MARCS,83.99549656701,-6.04435856661,1.350941,1.130256,-0.0169,0.032015,12.839349782473725,4.408404058518824,12.415188191272978,3.9842424673180776,12.183648051305331,3.7527023273504305,11.25427467617654,2.8233289522216385,8.14758005482814,-0.283365669126761
5199,SSTSL2 J053517.91+095657.1,0,0,83.824652,9.94922,195.059288,-11.953356,1,0,7,1,1,1,1,1,2,2,0.0,0,0,0,0,0.0,0,2597.0,5.125,1795.0,5.447,1228.0,10.97,571.2,18.56,2365.0,136.7,0.0,0.0,0.0,0.0,0.0,0.95,0.98,0.0,0.0,0.0,486.5,350.3,117.2,45.1,17.3,0,0,0.0,0,N,1,1.082,1.44,4.635,7.27,76.14,40015641,40015641-5,0,0,5.04,2.95,5.96,2.85,9.39,769591431.0,1,83.82467,9.949221,4664.0,103.1,5665.0,151.3,4773.0,118.7,Gaia DR3 3337992339857330176,83.82467493087,9.94922327054,0.0,0.0,113.0,1636148068921376768,3337992339857330176,1402731441,0.0778,0.0606,2.6792,0.0988,27.1188,2.469,1.425,0.089,-2.016,0.068,-0.2551,0.2562,-0.2371,0.2458,-0.4625,0.184,-0.7721,0.0103,0.4776,-0.2395,327,0,326,1,-0.0857,334.9,0.0,0.0,31,False,1.258,,,,,,,,39,19,0.133942,45,0.009921,35.04,0,0,0.996,0,304,3067.97659,3.09539,991.144,16.970236,0.002965,36,448.025,13.3025,33.6796,18.710287,0.032358,36,4227.36,18.3565,230.292,15.682724,0.006042,1.524,0.0,0.0,0.0,1.0,0,3.027563,1.740051,1.287512,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999751,3426.1,3420.9,3431.2,4.23,4.2188,4.2395,0.1715,0.1622,0.1799,418.3537,414.8449,422.3977,1.3319,1.3099,1.3497,0.8282,0.8143,0.8394,0.5777,0.5689,0.5849,MARCS,83.82466850045,9.94923222958,1.438903,1.135161,-0.2494,0.082158,12.585199473930688,4.477481402320512,12.50120906048659,4.3934909888764135,12.428748683871158,4.321030612260982,12.625682602872804,4.517964531262628,8.704220026484924,0.5965019548747481
5219,SSTSL2 J053519.89-041747.0,0,0,83.832888,-4.296399,207.987096,-18.873964,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,2373.0,4.22,1476.0,4.085,1444.0,10.78,1301.0,13.9,2416.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.2,360.7,144.6,114.1,16.0,0,3,0.0,0,N,1,0.9239,1.211,4.066,6.173,89.09,40044081,40044081-103,0,0,5.55,5.75,5.74,6.13,11.56,1194802847.0,1,83.83289,-4.296381,4108.0,102.2,4677.0,155.1,3977.0,91.58,Gaia DR3 3215658408407673088,83.83288579063,-4.29639259411,0.0,0.0,65.0,1636148068921376768,3215658408407673088,197322090,0.057,0.0421,2.273,0.0842,26.9916,0.574,0.574,0.07,-0.004,0.054,0.3682,-0.4011,0.0284,-0.3709,-0.1729,-0.1905,-0.3804,0.0646,0.2586,0.0065,525,0,523,2,0.63,574.74,0.083,0.25065,31,False,1.241,,,,,,,,60,19,0.097448,62,0.01391,87.97,2,0,1.019,0,515,2740.6228,2.25851,1213.46,17.092743,0.002897,57,390.481,6.46967,60.3557,18.85954,0.018204,61,3693.51,9.53942,387.184,15.829296,0.004706,1.49,0.0,0.0,0.0,0.0,0,3.030245,1.766798,1.263447,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.998613,3466.8,3461.9,3470.7,4.2493,4.2147,4.274,0.1699,0.1599,0.1785,467.5293,456.1127,483.1302,1.2812,1.2668,1.2961,0.8041,0.7948,0.8134,0.5519,0.5461,0.5579,MARCS,83.83288323174,-4.2963925784,1.120256,0.876696,0.0349,0.024387,12.683135002460597,4.33409083626198,12.713654299054877,4.36461013285626,12.252826617799979,3.903782451601362,11.731959858389132,3.3829156921905152,8.681055564296765,0.33201139809814784
5245,SSTSL2 J033430.80+311324.2,0,0,53.628345,31.223402,159.359367,-19.878668,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,12040.0,8.836,11520.0,9.645,10480.0,21.38,12000.0,23.37,12380.0,171.1,0.0,0.0,0.0,0.0,0.16,0.98,0.98,0.98,0.0,0.0,1216.0,1095.3,448.9,507.4,72.4,0,0,0.0,0,N,1,0.9192,1.258,4.667,5.917,79.98,40020261,40020261-54,0,0,7.92,3.92,3.97,3.91,9.88,155561569.0,1,53.6283,31.22342,10480.0,222.0,16130.0,326.8,15700.0,260.3,Gaia DR3 121251226029512192,53.62832996788,31.22338337523,0.0,0.0,80.0,1636148068921376768,121251226029512192,1545468408,0.1084,0.0735,3.3263,0.1238,26.8583,9.549,5.325,0.122,-7.927,0.097,0.1429,0.4525,-0.0908,0.1615,0.125,0.0451,0.2793,0.1589,0.2219,0.0322,194,0,192,2,1.1654,306.71,0.456,4.9776,31,False,1.172,,,,,,,,22,13,0.169501,29,0.04903,169.2,0,0,1.059,0,220,2907.40475,4.0868,711.414,17.028603,0.00315,27,162.195,11.756,13.7968,19.813448,0.078744,27,4650.17,12.4526,373.43,15.579225,0.004768,1.655,0.0,1.0,0.0,1.0,0,4.234223,2.784845,1.449378,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,1.0,3568.0,3561.8,3584.6,4.1009,3.9889,4.1225,0.3967,0.3909,0.3996,242.1971,236.6234,268.1727,4.477,4.4354,4.5233,2.6314,2.6054,2.6608,1.8365,1.8229,1.8517,MARCS,53.62830229358,31.22341860556,1.960181,1.536638,0.0216,0.081469,10.919813130699431,3.998968437108889,10.482738995054453,3.5618943014639104,10.100841394264759,3.1799967006742165,9.319699984674036,2.3988552910834944,6.906996277459253,-0.013848416131288843
